 * Serving Flask app "app" (lazy loading)
 * Environment: production
   WARNING: Do not use the development server in a production environment.
   Use a production WSGI server instead.
 * Debug mode: off
         142460 function calls (138985 primitive calls) in 0.341 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 asyncfilters.py:27(dualfilter)
        1    0.000    0.000    0.004    0.004 hashlib.py:54(<module>)
      225    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 utils.py:167(echo)
        1    0.000    0.000    0.001    0.001 reduction.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:31(Markup)
       87    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.001    0.001 jws.py:1(<module>)
        1    0.000    0.000    0.001    0.001 calendar.py:6(<module>)
       16    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
        6    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        1    0.000    0.000    0.000    0.000 logging.py:8(<module>)
        1    0.000    0.000    0.016    0.016 app.py:843(run)
        1    0.000    0.000    0.000    0.000 base_events.py:242(BaseEventLoop)
        1    0.000    0.000    0.004    0.004 _range.py:3(<module>)
        1    0.000    0.000    0.013    0.013 __init__.py:18(<module>)
        1    0.000    0.000    0.004    0.004 dis.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.001    0.001 subprocess.py:588(__init__)
        1    0.000    0.000    0.006    0.006 mimetypes.py:344(init)
       72    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:927(exec_module)
      162    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _compat.py:30(<module>)
        1    0.000    0.000    0.005    0.005 utils.py:12(<module>)
        1    0.000    0.000    0.003    0.003 ipaddress.py:9(<module>)
        5    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 termui.py:1(<module>)
        1    0.000    0.000    0.001    0.001 streams.py:1(<module>)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.000    0.000    0.002    0.002 formparser.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.003    0.003 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:3(<module>)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 timed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 util.py:10(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.008    0.008 header.py:5(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:29(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 events.py:1(<module>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.008    0.008 tempfile.py:24(<module>)
        1    0.000    0.000    0.002    0.002 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 linecache.py:82(updatecache)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.012    0.012 __init__.py:8(<module>)
        2    0.000    0.000    0.004    0.002 _compat.py:12(<module>)
        3    0.000    0.000    0.000    0.000 routing.py:963(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
       18    0.000    0.000    0.000    0.000 app.py:821(_get_debug)
       12    0.000    0.000    0.010    0.001 app.py:1248(decorator)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 process.py:62(BaseProcess)
       13    0.000    0.000    0.000    0.000 datastructures.py:1854(cache_property)
       50    0.000    0.000    0.000    0.000 enum.py:181(<genexpr>)
       25    0.000    0.000    0.000    0.000 functools.py:74(wraps)
        1    0.000    0.000    0.003    0.003 site.py:29(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asyncfilters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:448(open)
        4    0.000    0.000    0.000    0.000 posixpath.py:331(normpath)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.009    0.009 defaults.py:10(<module>)
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 tag.py:43(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.083    0.083 __init__.py:28(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       20    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       21    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f22bf2b5730}
        2    0.000    0.000    0.003    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.005    0.005 util.py:311(find_library)
        1    0.000    0.000    0.000    0.000 bccache.py:16(<module>)
        1    0.000    0.000    0.004    0.004 charset.py:6(<module>)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:312(__getattr__)
        1    0.000    0.000    0.003    0.003 {built-in method _socket.getaddrinfo}
       39    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        1    0.000    0.000    0.002    0.002 encoding.py:1(<module>)
        2    0.000    0.000    0.000    0.000 termui.py:464(secho)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:172(make_simple_escaping_wrapper)
        1    0.000    0.000    0.006    0.006 __init__.py:97(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(exec_module)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.001    0.001 futures.py:1(<module>)
       37    0.000    0.000    0.000    0.000 context.py:264(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       20    0.000    0.000    0.000    0.000 compiler.py:63(optimizeconst)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1542(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 wrappers.py:1832(CommonResponseDescriptorsMixin)
        1    0.000    0.000    0.000    0.000 datetime.py:1361(datetime)
       27    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 server.py:142(BaseHTTPRequestHandler)
        1    0.000    0.000    0.001    0.001 sessions.py:10(<module>)
        5    0.000    0.000    0.000    0.000 core.py:794(__init__)
        1    0.000    0.000    0.001    0.001 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idtracking.py:203(FrameSymbolVisitor)
        1    0.000    0.000    0.003    0.003 bz2.py:5(<module>)
        1    0.000    0.000    0.011    0.011 feedparser.py:20(<module>)
       51    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 config.py:111(from_pyfile)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.002    0.002 sslproto.py:1(<module>)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 environment.py:113(Environment)
        1    0.000    0.000    0.003    0.003 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:1288(ImmutableHeadersMixin)
        4    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        6    0.000    0.000    0.000    0.000 _range.py:281(__init__)
        1    0.000    0.000    0.001    0.001 local.py:10(<module>)
       11    0.000    0.000    0.000    0.000 types.py:595(convert_type)
        2    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
       15    0.000    0.000    0.000    0.000 routing.py:619(<listcomp>)
        1    0.000    0.000    0.004    0.004 decimal.py:2(<module>)
       94    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
       10    0.000    0.000    0.001    0.000 enum.py:760(_missing_)
        2    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.002    0.002 idna.py:3(<module>)
        1    0.000    0.000    0.001    0.001 serializer.py:1(<module>)
        3    0.000    0.000    0.000    0.000 decorators.py:69(_make_command)
        1    0.000    0.000    0.001    0.001 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 routing.py:483(Rule)
        1    0.000    0.000    0.003    0.003 _base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 loaders.py:10(<module>)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
        1    0.000    0.000    0.000    0.000 extras.py:230(RealDictCursor)
        1    0.000    0.000    0.000    0.000 signer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 local.py:253(LocalProxy)
       21    0.000    0.000    0.000    0.000 app.py:53(setupmethod)
        1    0.000    0.000    0.000    0.000 events.py:228(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        5    0.000    0.000    0.000    0.000 posixpath.py:75(join)
        7    0.000    0.000    0.000    0.000 codecs.py:318(decode)
       60    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 url_safe.py:1(<module>)
        8    0.000    0.000    0.000    0.000 tag.py:246(register)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
       23    0.000    0.000    0.000    0.000 utils.py:83(internalcode)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
        1    0.000    0.000    0.000    0.000 wrappers.py:718(BaseResponse)
        6    0.000    0.000    0.001    0.000 abc.py:151(register)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
       82    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       24    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 <string>:5(Column)
        1    0.000    0.000    0.002    0.002 globals.py:11(<module>)
        5    0.000    0.000    0.000    0.000 _compat.py:667(func)
        1    0.000    0.000    0.000    0.000 cli.py:616(show_server_banner)
        1    0.000    0.000    0.000    0.000 parser.py:10(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.006    0.006 mimetypes.py:196(read)
        1    0.000    0.000    0.000    0.000 datastructures.py:2438(Authorization)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 warnings.py:85(_showwarnmsg)
        1    0.000    0.000    0.000    0.000 warnings.py:35(_formatwarnmsg_impl)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 wrappers.py:10(<module>)
        1    0.000    0.000    0.001    0.001 formatting.py:1(<module>)
       25    0.000    0.000    0.000    0.000 _compat.py:268(<lambda>)
       37    0.000    0.000    0.000    0.000 app.py:1192(<genexpr>)
        1    0.000    0.000    0.000    0.000 routing.py:1150(__init__)
        1    0.000    0.000    0.000    0.000 selector_events.py:54(BaseSelectorEventLoop)
        2    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
       27    0.000    0.000    0.000    0.000 lexer.py:141(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        1    0.000    0.000    0.000    0.000 datastructures.py:2492(WWWAuthenticate)
        1    0.000    0.000    0.000    0.000 mimetypes.py:375(_default_mime_types)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        5    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        5    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
       19    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.020    0.020 db.py:1(<module>)
        1    0.000    0.000    0.001    0.001 helpers.py:28(<module>)
        1    0.000    0.000    0.000    0.000 config.py:10(<module>)
        4    0.000    0.000    0.000    0.000 helpers.py:848(__init__)
        5    0.000    0.000    0.000    0.000 local.py:292(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 subprocess.py:542(Popen)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        2    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.013    0.013 parser.py:5(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.009    0.009 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 socket.py:139(__init__)
       11    0.000    0.000    0.000    0.000 os.py:742(encode)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       61    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 helpers.py:785(find_package)
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:23(Task)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 parser.py:32(Parser)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:2177(ETags)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
       35    0.000    0.000    0.000    0.000 datetime.py:262(_check_int_field)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       49    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.001    0.001 exceptions.py:29(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:17(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1414(wait)
       17    0.000    0.000    0.000    0.000 defaults.py:56(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1860(IPv6Address)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        4    0.000    0.000    0.000    0.000 contextlib.py:129(contextmanager)
       15    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.006    0.006 server.py:619(SimpleHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 _json.py:6(<module>)
        1    0.000    0.000    0.020    0.020 models.py:1(<module>)
       10    0.000    0.000    0.000    0.000 signals.py:19(signal)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
        1    0.000    0.000    0.000    0.000 app.py:652(make_config)
        4    0.000    0.000    0.000    0.000 routing.py:689(get_converter)
        1    0.000    0.000    0.000    0.000 thread.py:4(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:800(createLock)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:141(patch_template)
       17    0.000    0.000    0.000    0.000 nodes.py:791(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:114(HTMLBuilder)
        1    0.000    0.000    0.000    0.000 <string>:5(_URLTuple)
        1    0.000    0.000    0.000    0.000 ssl.py:721(SSLSocket)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.003    0.003 socket.py:728(getaddrinfo)
        1    0.000    0.000    0.000    0.000 wrappers.py:1743(CommonRequestDescriptorsMixin)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        5    0.000    0.000    0.000    0.000 datetime.py:279(_check_date_fields)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
        1    0.000    0.000    0.002    0.002 re.py:179(search)
        9    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.003    0.003 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:159(HelpFormatter)
        6    0.000    0.000    0.000    0.000 _range.py:433(_register)
        1    0.000    0.000    0.000    0.000 socketserver.py:204(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:6(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:213(init_app)
        1    0.000    0.000    0.000    0.000 helpers.py:866(_PackageBoundObject)
       10    0.000    0.000    0.000    0.000 decorators.py:130(_param_memo)
        1    0.000    0.000    0.000    0.000 streams.py:342(StreamReader)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:383(SSLContext)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1576(_BaseV6)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        3    0.000    0.000    0.000    0.000 datetime.py:1369(__new__)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        1    0.000    0.000    0.003    0.003 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:850(<listcomp>)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 socketserver.py:446(__init__)
        1    0.000    0.000    0.000    0.000 signals.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _unicodefun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        2    0.000    0.000    0.000    0.000 __init__.py:471(__init__)
        1    0.000    0.000    0.016    0.016 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
       26    0.000    0.000    0.000    0.000 lexer.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:788(HTTPConnection)
        1    0.000    0.000    0.000    0.000 request.py:324(Request)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_time_fields)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
       33    0.000    0.000    0.000    0.000 enum.py:868(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 templating.py:10(<module>)
        1    0.000    0.000    0.000    0.000 exc.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _compat.py:665(_make_cached_stream_func)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
       30    0.000    0.000    0.000    0.000 routing.py:662(get_rules)
        1    0.000    0.000    0.000    0.000 unix_events.py:464(_UnixWritePipeTransport)
        1    0.000    0.000    0.007    0.007 __init__.py:15(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:752(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 __init__.py:1161(getLogger)
        3    0.000    0.000    0.000    0.000 __init__.py:1268(__init__)
        1    0.000    0.000    0.000    0.000 idtracking.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runtime.py:351(LoopContextBase)
        1    0.000    0.000    0.000    0.000 runtime.py:591(Undefined)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 datastructures.py:350(MultiDict)
        7    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 datetime.py:337(timedelta)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 datetime.py:659(date)
        1    0.000    0.000    0.000    0.000 datetime.py:1024(time)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.341    0.341 run.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:193(total_ordering)
        6    0.000    0.000    0.000    0.000 os.py:794(fsencode)
        4    0.000    0.000    0.000    0.000 posixpath.py:369(abspath)
        8    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 socketserver.py:459(server_bind)
        1    0.000    0.000    0.000    0.000 _range.py:34(Range)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 blueprints.py:11(<module>)
        7    0.000    0.000    0.000    0.000 types.py:55(__init__)
        1    0.000    0.000    0.000    0.000 helpers.py:716(get_root_path)
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        2    0.000    0.000    0.000    0.000 termui.py:372(style)
       12    0.000    0.000    0.000    0.000 helpers.py:86(_endpoint_from_view_func)
       14    0.000    0.000    0.000    0.000 core.py:1641(<lambda>)
        5    0.000    0.000    0.000    0.000 globals.py:7(get_current_context)
        1    0.000    0.000    0.000    0.000 globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 routing.py:253(BuildError)
        1    0.000    0.000    0.000    0.000 unix_events.py:49(_UnixSelectorEventLoop)
        4    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        1    0.000    0.000    0.000    0.000 environment.py:889(Template)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 tempfile.py:770(SpooledTemporaryFile)
        4    0.000    0.000    0.000    0.000 ssl.py:360(__new__)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 wrappers.py:1479(ETagResponseMixin)
        1    0.000    0.000    0.000    0.000 inspect.py:2700(Signature)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2418(Parameter)
        1    0.000    0.000    0.000    0.000 warnings.py:398(__init__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        8    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        4    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1594(ArgumentParser)
        2    0.000    0.000    0.000    0.000 _json.py:181(_create_json_typecasters)
        1    0.000    0.000    0.003    0.003 extras.py:793(HstoreAdapter)
        1    0.000    0.000    0.000    0.000 blueprints.py:83(Blueprint)
        1    0.000    0.000    0.000    0.000 ctx.py:249(RequestContext)
        1    0.000    0.000    0.000    0.000 local.py:89(LocalStack)
        1    0.000    0.000    0.000    0.000 __init__.py:358(__getattr__)
        1    0.000    0.000    0.000    0.000 routing.py:1111(Map)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:12(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 subprocess.py:107(Process)
        1    0.000    0.000    0.000    0.000 futures.py:110(Future)
        1    0.000    0.000    0.000    0.000 coroutines.py:88(CoroWrapper)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 runtime.py:133(Context)
        1    0.000    0.000    0.000    0.000 utils.py:306(LRUCache)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        5    0.000    0.000    0.000    0.000 datastructures.py:2551(auth_property)
        1    0.000    0.000    0.000    0.000 urls.py:52(BaseURL)
        1    0.000    0.000    0.000    0.000 datastructures.py:908(Headers)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:567(SSLObject)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:409(_real_close)
        1    0.000    0.000    0.000    0.000 datetime.py:1961(timezone)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 inspect.py:2390(_ParameterKind)
        1    0.000    0.000    0.000    0.000 os.py:806(fsdecode)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 jws.py:21(JSONWebSignatureSerializer)
        1    0.000    0.000    0.000    0.000 config.py:141(from_object)
        1    0.000    0.000    0.000    0.000 formatting.py:89(HelpFormatter)
        2    0.000    0.000    0.000    0.000 core.py:985(__init__)
        1    0.000    0.000    0.000    0.000 cli.py:468(__init__)
        1    0.000    0.000    0.000    0.000 core.py:133(Context)
        5    0.000    0.000    0.000    0.000 core.py:604(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:365(__getitem__)
        1    0.000    0.000    0.000    0.000 queues.py:28(Queue)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:746(__exit__)
        1    0.000    0.000    0.000    0.000 coroutines.py:57(has_yield_from_bug)
        1    0.000    0.000    0.000    0.000 __init__.py:960(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1212(_fixupParents)
        1    0.000    0.000    0.000    0.000 <string>:5(DoneAndNotDoneFutures)
        1    0.000    0.000    0.000    0.000 <string>:5(_GroupTuple)
        1    0.000    0.000    0.000    0.000 datastructures.py:2023(HeaderSet)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
