 * Serving Flask app "app" (lazy loading)
 * Environment: production
   WARNING: Do not use the development server in a production environment.
   Use a production WSGI server instead.
 * Debug mode: off
         142460 function calls (138985 primitive calls) in 0.341 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 routing.py:928(BaseConverter)
        1    0.000    0.000    0.000    0.000 routing.py:944(UnicodeConverter)
        1    0.000    0.000    0.000    0.000 routing.py:979(AnyConverter)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 unix_events.py:712(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:843(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1032(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 selector_events.py:1047(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 locks.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 queues.py:227(PriorityQueue)
        1    0.000    0.000    0.000    0.000 streams.py:220(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
        1    0.000    0.000    0.000    0.000 _base.py:71(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:536(Executor)
        1    0.000    0.000    0.000    0.000 __init__.py:239(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:1085(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1079(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1150(__init__)
        1    0.000    0.000    0.000    0.000 loaders.py:421(ModuleLoader)
        1    0.000    0.000    0.000    0.000 bccache.py:60(Bucket)
        1    0.000    0.000    0.000    0.000 bccache.py:117(BytecodeCache)
        1    0.000    0.000    0.000    0.000 compiler.py:130(Frame)
        1    0.000    0.000    0.000    0.000 runtime.py:785(StrictUndefined)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(TemplateError)
        1    0.000    0.000    0.000    0.000 nodes.py:766(Compare)
        1    0.000    0.000    0.000    0.000 utils.py:573(Cycler)
        1    0.000    0.000    0.000    0.000 __init__.py:183(dumps)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
       11    0.000    0.000    0.000    0.000 _compat.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 wsgi.py:598(SharedDataMiddleware)
        2    0.000    0.000    0.000    0.000 utils.py:156(__init__)
        1    0.000    0.000    0.000    0.000 urls.py:287(URL)
        1    0.000    0.000    0.000    0.000 urls.py:332(BytesURL)
        1    0.000    0.000    0.000    0.000 datastructures.py:194(ImmutableMultiDictMixin)
        1    0.000    0.000    0.000    0.000 tempfile.py:275(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:557(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:918(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2127(IPv6Network)
        1    0.000    0.000    0.000    0.000 client.py:1355(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 request.py:1051(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:2363(ftpwrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 random.py:87(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:413(close)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:394(EpollSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:416(Bytecode)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.000    0.000 _internal.py:175(_DictAccessorProperty)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
       10    0.000    0.000    0.000    0.000 enum.py:599(value)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 weakref.py:406(__setitem__)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        4    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 argparse.py:689(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:751(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:900(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1018(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1213(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1540(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1574(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 serving.py:492(_SSLContext)
        1    0.000    0.000    0.000    0.000 serving.py:528(select_ip_version)
        1    0.000    0.000    0.000    0.000 socketserver.py:632(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 socketserver.py:697(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 argparse.py:118(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 _json.py:155(register_default_json)
        1    0.000    0.000    0.000    0.000 extras.py:130(DictCursor)
        1    0.000    0.000    0.000    0.000 extras.py:223(RealDictConnection)
        1    0.000    0.000    0.000    0.000 extras.py:260(RealDictRow)
        1    0.000    0.000    0.000    0.000 extras.py:435(LoggingCursor)
        1    0.000    0.000    0.000    0.000 extras.py:451(MinTimeLoggingConnection)
        1    0.000    0.000    0.000    0.000 extras.py:516(ReplicationCursor)
        1    0.000    0.000    0.000    0.000 extras.py:619(UUID_adapter)
        1    0.000    0.000    0.000    0.000 extras.py:674(Inet)
        1    0.000    0.000    0.000    0.000 serving.py:101(DechunkedInput)
        1    0.000    0.000    0.000    0.000 exceptions.py:95(InvalidRequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:107(InvalidParamsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:113(ServerError)
        1    0.000    0.000    0.000    0.000 exceptions.py:129(InvalidCredentialsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:136(OtherError)
        1    0.000    0.000    0.000    0.000 tz.py:107(LocalTimezone)
        1    0.000    0.000    0.000    0.000 __init__.py:196(_make_browse_url)
        1    0.000    0.000    0.000    0.000 __init__.py:201(_register_browse)
        1    0.000    0.000    0.000    0.000 site.py:132(register)
        1    0.000    0.000    0.000    0.000 jws.py:157(TimedJSONWebSignatureSerializer)
        1    0.000    0.000    0.000    0.000 signer.py:12(SigningAlgorithm)
        1    0.000    0.000    0.000    0.000 url_safe.py:11(URLSafeSerializerMixin)
        1    0.000    0.000    0.000    0.000 config.py:28(__get__)
        1    0.000    0.000    0.000    0.000 config.py:21(ConfigAttribute)
        1    0.000    0.000    0.000    0.000 tag.py:56(JSONTag)
        1    0.000    0.000    0.000    0.000 tag.py:89(TagDict)
        1    0.000    0.000    0.000    0.000 tag.py:169(TagMarkup)
        1    0.000    0.000    0.000    0.000 templating.py:47(DispatchingJinjaLoader)
        1    0.000    0.000    0.000    0.000 {built-in method simplejson._speedups.encode_basestring_ascii}
        1    0.000    0.000    0.000    0.000 helpers.py:762(_matching_loader_thinks_module_is_package)
       10    0.000    0.000    0.000    0.000 signals.py:29(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:116(_import_OrderedDict)
        1    0.000    0.000    0.000    0.000 _json.py:7(_CompactJSON)
        1    0.000    0.000    0.000    0.000 errors.py:26(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 raw_json.py:2(<module>)
       12    0.000    0.000    0.000    0.000 compat.py:27(u)
        2    0.000    0.000    0.000    0.000 compat.py:37(unichr)
        1    0.000    0.000    0.000    0.000 encoder.py:270(encode)
        1    0.000    0.000    0.000    0.000 encoder.py:104(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:378(JSONEncoderForHTML)
        1    0.000    0.000    0.000    0.000 parser.py:116(Option)
        2    0.000    0.000    0.000    0.000 decorators.py:12(pass_context)
        1    0.000    0.000    0.000    0.000 helpers.py:71(get_load_dotenv)
        1    0.000    0.000    0.000    0.000 core.py:1205(Group)
        1    0.000    0.000    0.000    0.000 core.py:1258(CommandCollection)
        1    0.000    0.000    0.000    0.000 types.py:97(UnprocessedParamType)
        1    0.000    0.000    0.000    0.000 types.py:144(__init__)
        1    0.000    0.000    0.000    0.000 types.py:186(DateTime)
        1    0.000    0.000    0.000    0.000 types.py:305(FloatRange)
        1    0.000    0.000    0.000    0.000 types.py:458(Path)
        1    0.000    0.000    0.000    0.000 _compat.py:324(_stream_is_misconfigured)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(ClickException)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(UsageError)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(MissingParameter)
        1    0.000    0.000    0.000    0.000 utils.py:419(PacifyFlushWrapper)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 cli.py:280(DispatchingApp)
        1    0.000    0.000    0.000    0.000 cli.py:334(ScriptInfo)
        1    0.000    0.000    0.000    0.000 cli.py:445(FlaskGroup)
        1    0.000    0.000    0.000    0.000 cli.py:643(CertParamType)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        2    0.000    0.000    0.000    0.000 __init__.py:412(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:411(LibraryLoader)
        1    0.000    0.000    0.000    0.000 routing.py:214(RoutingException)
        1    0.000    0.000    0.000    0.000 routing.py:313(ValidationError)
        1    0.000    0.000    0.000    0.000 routing.py:418(RuleTemplate)
        1    0.000    0.000    0.000    0.000 routing.py:445(RuleTemplateFactory)
        1    0.000    0.000    0.000    0.000 routing.py:1010(NumberConverter)
        1    0.000    0.000    0.000    0.000 routing.py:1079(UUIDConverter)
        1    0.000    0.000    0.000    0.000 unix_events.py:782(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 locks.py:487(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 protocols.py:7(BaseProtocol)
        1    0.000    0.000    0.000    0.000 queues.py:243(LifoQueue)
        1    0.000    0.000    0.000    0.000 streams.py:25(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 streams.py:42(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 transports.py:65(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:178(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 events.py:535(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 futures.py:30(_TracebackLogger)
        1    0.000    0.000    0.000    0.000 tasks.py:540(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 locks.py:13(_ContextManager)
        1    0.000    0.000    0.000    0.000 connection.py:564(SocketListener)
        1    0.000    0.000    0.000    0.000 util.py:330(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 subprocess.py:339(CompletedProcess)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
        1    0.000    0.000    0.000    0.000 context.py:219(Process)
        1    0.000    0.000    0.000    0.000 context.py:225(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 _base.py:56(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:108(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:138(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 __init__.py:378(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:680(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1966(NullHandler)
        1    0.000    0.000    0.000    0.000 process.py:128(_CallItem)
        1    0.000    0.000    0.000    0.000 loaders.py:138(FileSystemLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:270(DictLoader)
        1    0.000    0.000    0.000    0.000 bccache.py:195(FileSystemBytecodeCache)
        1    0.000    0.000    0.000    0.000 bccache.py:291(MemcachedBytecodeCache)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:43(wrap_generate_func)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:73(wrap_render_func)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:123(wrap_default_module)
        1    0.000    0.000    0.000    0.000 compiler.py:196(DependencyFinderVisitor)
        1    0.000    0.000    0.000    0.000 compiler.py:215(UndeclaredNameVisitor)
        1    0.000    0.000    0.000    0.000 visitor.py:14(NodeVisitor)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 lexer.py:412(Lexer)
        1    0.000    0.000    0.000    0.000 runtime.py:80(TemplateReference)
        1    0.000    0.000    0.000    0.000 runtime.py:103(__new__)
        1    0.000    0.000    0.000    0.000 runtime.py:421(LoopContext)
        1    0.000    0.000    0.000    0.000 runtime.py:460(LoopContextIterator)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(TemplateNotFound)
        1    0.000    0.000    0.000    0.000 __init__.py:293(_MarkupEscapeHelper)
        5    0.000    0.000    0.000    0.000 filters.py:37(evalcontextfilter)
        1    0.000    0.000    0.000    0.000 nodes.py:702(Getitem)
        1    0.000    0.000    0.000    0.000 _compat.py:29(<lambda>)
        2    0.000    0.000    0.000    0.000 _compat.py:90(metaclass)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.000    0.000 environment.py:1138(TemplateModule)
        1    0.000    0.000    0.000    0.000 nodes.py:485(Const)
        1    0.000    0.000    0.000    0.000 nodes.py:528(Tuple)
        1    0.000    0.000    0.000    0.000 wsgi.py:829(ClosingIterator)
        1    0.000    0.000    0.000    0.000 wsgi.py:950(_RangeWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:35(cached_property)
        1    0.000    0.000    0.000    0.000 urls.py:920(Href)
        1    0.000    0.000    0.000    0.000 datastructures.py:312(ImmutableTypeConversionDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:684(_omd_bucket)
        1    0.000    0.000    0.000    0.000 datastructures.py:1326(EnvironHeaders)
        1    0.000    0.000    0.000    0.000 datastructures.py:2262(IfRange)
        1    0.000    0.000    0.000    0.000 datastructures.py:2293(Range)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 tempfile.py:600(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 client.py:1433(IncompleteRead)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:631(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:652(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:794(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:910(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1343(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1367(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1443(FileHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:725(Quoter)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 random.py:668(SystemRandom)
        1    0.000    0.000    0.000    0.000 selectors.py:343(PollSelector)
        1    0.000    0.000    0.000    0.000 wrappers.py:1437(UserAgentMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:1451(AuthorizationMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:1730(ResponseStreamMixin)
        1    0.000    0.000    0.000    0.000 datetime.py:531(__neg__)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.000    0.000 exceptions.py:258(MethodNotAllowed)
        1    0.000    0.000    0.000    0.000 enum.py:43(_make_class_unpicklable)
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 __init__.py:110(module)
        1    0.000    0.000    0.000    0.000 warnings.py:106(_formatwarnmsg)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 argparse.py:650(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:661(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:672(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:722(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:842(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:917(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:971(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:997(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1037(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1065(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1159(FileType)
        1    0.000    0.000    0.000    0.000 serving.py:628(ThreadedWSGIServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:679(ForkingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:683(ThreadingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:687(UnixStreamServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:690(UnixDatagramServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:693(ThreadingUnixStreamServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:695(ThreadingUnixDatagramServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:743(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:788(_SocketWriter)
        1    0.000    0.000    0.000    0.000 socketserver.py:807(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 server.py:130(HTTPServer)
        1    0.000    0.000    0.000    0.000 argparse.py:209(_Section)
        1    0.000    0.000    0.000    0.000 _json.py:168(register_default_jsonb)
        1    0.000    0.000    0.000    0.000 _range.py:450(DateRange)
        1    0.000    0.000    0.000    0.000 _range.py:460(DateTimeTZRange)
        1    0.000    0.000    0.000    0.000 _range.py:470(NumberRangeAdapter)
        1    0.000    0.000    0.000    0.000 extras.py:123(DictConnection)
        1    0.000    0.000    0.000    0.000 extras.py:286(NamedTupleConnection)
        1    0.000    0.000    0.000    0.000 extras.py:478(MinTimeLoggingCursor)
        1    0.000    0.000    0.000    0.000 extras.py:490(LogicalReplicationConnection)
        1    0.000    0.000    0.000    0.000 extras.py:497(PhysicalReplicationConnection)
        1    0.000    0.000    0.000    0.000 exceptions.py:101(MethodNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:124(RequestPostError)
        1    0.000    0.000    0.000    0.000 extensions.py:135(NoneAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:161(_site_api)
        8    0.000    0.000    0.000    0.000 exceptions.py:37(<lambda>)
        1    0.000    0.000    0.000    0.000 exc.py:28(BadSignature)
        1    0.000    0.000    0.000    0.000 exc.py:42(BadTimeSignature)
        1    0.000    0.000    0.000    0.000 exc.py:58(SignatureExpired)
        1    0.000    0.000    0.000    0.000 exc.py:64(BadHeader)
        1    0.000    0.000    0.000    0.000 exc.py:84(BadPayload)
        1    0.000    0.000    0.000    0.000 signer.py:28(NoneAlgorithm)
        1    0.000    0.000    0.000    0.000 timed.py:111(TimedSerializer)
        1    0.000    0.000    0.000    0.000 url_safe.py:54(URLSafeSerializer)
        1    0.000    0.000    0.000    0.000 tag.py:115(PassDict)
        1    0.000    0.000    0.000    0.000 tag.py:129(TagTuple)
        1    0.000    0.000    0.000    0.000 tag.py:155(TagBytes)
        1    0.000    0.000    0.000    0.000 tag.py:187(TagUUID)
        1    0.000    0.000    0.000    0.000 tag.py:201(TagDateTime)
        1    0.000    0.000    0.000    0.000 templating.py:34(Environment)
        1    0.000    0.000    0.000    0.000 helpers.py:840(locked_cached_property)
        1    0.000    0.000    0.000    0.000 helpers.py:894(_set_static_folder)
        1    0.000    0.000    0.000    0.000 signals.py:18(Namespace)
        1    0.000    0.000    0.000    0.000 __init__.py:48(JSONEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:84(JSONDecoder)
        1    0.000    0.000    0.000    0.000 raw_json.py:4(RawJSON)
        1    0.000    0.000    0.000    0.000 parser.py:164(Argument)
        1    0.000    0.000    0.000    0.000 parser.py:183(ParsingState)
        1    0.000    0.000    0.000    0.000 helpers.py:45(<genexpr>)
        1    0.000    0.000    0.000    0.000 types.py:80(FuncParamType)
        1    0.000    0.000    0.000    0.000 types.py:107(StringParamType)
        1    0.000    0.000    0.000    0.000 types.py:239(IntParamType)
        1    0.000    0.000    0.000    0.000 types.py:291(FloatParamType)
        1    0.000    0.000    0.000    0.000 types.py:344(BoolParamType)
        1    0.000    0.000    0.000    0.000 types.py:361(UUIDParameterType)
        1    0.000    0.000    0.000    0.000 _compat.py:53(_NonClosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 _compat.py:650(<lambda>)
        1    0.000    0.000    0.000    0.000 exceptions.py:73(BadParameter)
        1    0.000    0.000    0.000    0.000 exceptions.py:156(NoSuchOption)
        1    0.000    0.000    0.000    0.000 exceptions.py:182(BadOptionUsage)
        1    0.000    0.000    0.000    0.000 exceptions.py:209(FileError)
        1    0.000    0.000    0.000    0.000 exceptions.py:224(Abort)
        1    0.000    0.000    0.000    0.000 exceptions.py:228(Exit)
        1    0.000    0.000    0.000    0.000 cli.py:39(NoAppException)
        1    0.000    0.000    0.000    0.000 cli.py:416(AppGroup)
        3    0.000    0.000    0.000    0.000 core.py:61(_check_multicommand)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:185(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:371(PyDLL)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 app.py:573(name)
        1    0.000    0.000    0.000    0.000 routing.py:240(RequestSlash)
        1    0.000    0.000    0.000    0.000 routing.py:245(RequestAliasRedirect)
        1    0.000    0.000    0.000    0.000 routing.py:1040(IntegerConverter)
        1    0.000    0.000    0.000    0.000 routing.py:1060(FloatConverter)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:289(ReadSubprocessPipeProto)
